date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:13:17	22796/22796	---M--	200	added ('OK')	font/woff2	etag:%22590c-63e1ea1468ee6%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	(from http://localhost:8080/)
02:13:18	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2210f4-63e1ea153244d%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	(from http://localhost:8080/)
02:13:18	35568/35568	---M--	200	added ('OK')	font/woff2	etag:%228af0-63e1ea138d17e%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	(from http://localhost:8080/)
02:13:19	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603f9cbf78400%22	http://localhost:8080/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	G:/website/MyLocalSite/localhost_8080/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/)
02:13:20	17628/17628	---M--	200	added ('OK')	font/woff2	etag:%2244dc-63e1ea15fbb71%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	(from http://localhost:8080/)
02:13:22	20408/20408	---M--	200	added ('OK')	font/woff2	etag:%224fb8-63e1ea179403a%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	(from http://localhost:8080/)
02:13:22	13004/13004	---M--	200	added ('OK')	font/woff2	etag:%2232cc-63e1ea185404f%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	(from http://localhost:8080/)
02:13:25	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%229e7c-63e1ea16cb5ed%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	(from http://localhost:8080/)
02:13:26	2972/2972	---M--	200	added ('OK')	font/woff2	etag:%22b9c-63e235c248ff1%22	http://localhost:8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTX6Oy0lw.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTX6Oy0lw.woff2	(from http://localhost:8080/)
02:13:26	3064/3064	---M--	200	added ('OK')	font/woff2	etag:%22bf8-63e235c2ba244%22	http://localhost:8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTZ6Ow.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTZ6Ow.woff2	(from http://localhost:8080/)
02:13:27	26428/26428	---M--	200	added ('OK')	font/woff2	etag:%22673c-63e1ea191b0f1%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2	(from http://localhost:8080/)
02:13:30	40128/40128	---M--	200	added ('OK')	font/woff2	etag:%229cc0-63e1ea19f9fb6%22	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2	(from http://localhost:8080/)
02:13:31	94332/94332	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:27%20GMT	http://localhost:8080/index.php/about/	G:/website/MyLocalSite/localhost_8080/index.php/about/index.html	(from http://localhost:8080/)
02:13:36	92261/92261	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:31%20GMT	http://localhost:8080/index.php/education/	G:/website/MyLocalSite/localhost_8080/index.php/education/index.html	(from http://localhost:8080/)
02:13:39	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:13:36%20GMT	http://localhost:8080/about.html	G:/website/MyLocalSite/localhost_8080/about.19.delayed	(from http://localhost:8080/)
02:13:44	196708/196708	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:13:08%20GMT	http://localhost:8080/index.php/wp-json/	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/index.html	(from http://localhost:8080/)
02:13:44	96562/96562	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:39%20GMT	http://localhost:8080/index.php/portfolio/	G:/website/MyLocalSite/localhost_8080/index.php/portfolio/index.html	(from http://localhost:8080/)
02:13:44	83512/83512	---M--	200	added ('OK')	image/jpeg	etag:%2214638-63e1fac5f57d8%22	http://localhost:8080/wp-content/uploads/2025/09/New-Project.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/New-Project.jpg	(from http://localhost:8080/)
02:13:52	93173/93173	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:44%20GMT	http://localhost:8080/index.php/skills/	G:/website/MyLocalSite/localhost_8080/index.php/skills/index.html	(from http://localhost:8080/)
02:13:52	93392/93392	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:44%20GMT	http://localhost:8080/index.php/experience/	G:/website/MyLocalSite/localhost_8080/index.php/experience/index.html	(from http://localhost:8080/)
02:13:52	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:13:44%20GMT	http://localhost:8080/education.html	G:/website/MyLocalSite/localhost_8080/education.1a.delayed	(from http://localhost:8080/)
02:13:58	91496/91496	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:13:52%20GMT	http://localhost:8080/index.php/contact/	G:/website/MyLocalSite/localhost_8080/index.php/contact/index.html	(from http://localhost:8080/)
02:13:58	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:13:52%20GMT	http://localhost:8080/experience.html	G:/website/MyLocalSite/localhost_8080/experience.1b.delayed	(from http://localhost:8080/)
02:13:58	187092/187092	---M--	200	added ('OK')	image/jpeg	etag:%222dad4-63e1f01370dec%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631574-1024x683.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631574-1024x683.jpg	(from http://localhost:8080/)
02:14:01	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:13:58%20GMT	http://localhost:8080/portfolio.html	G:/website/MyLocalSite/localhost_8080/portfolio.1c.delayed	(from http://localhost:8080/)
02:14:04	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:14:01%20GMT	http://localhost:8080/skills.html	G:/website/MyLocalSite/localhost_8080/skills.html	(from http://localhost:8080/)
02:14:06	87785/87785	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Sep%202025%2020:14:04%20GMT	http://localhost:8080/contact.html	G:/website/MyLocalSite/localhost_8080/contact.html	(from http://localhost:8080/)
02:14:06	5312/5312	---M--	200	added ('OK')	text/javascript	etag:%2214c0-63e1e9e9f7e6f%22	http://localhost:8080/wp-content/themes/author-personal-blog/assets/js/menu.js?ver=1.0	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/assets/js/menu5152.js	(from http://localhost:8080/)
02:14:06	4377/4377	---M--	200	added ('OK')	text/javascript	etag:%221119-63e1e9e9f3c80%22	http://localhost:8080/wp-content/themes/author-personal-blog/assets/js/active.js?ver=1.0	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/assets/js/active5152.js	(from http://localhost:8080/)
02:14:07	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from http://localhost:8080/)
02:14:07	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	http://gmpg.org/xfn/default.css	G:/website/MyLocalSite/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
02:14:08	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:14:09%20GMT	http://gmpg.org/xfn/.	G:/website/MyLocalSite/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
02:14:08	16269/16269	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:14:09%20GMT	http://gmpg.org/xfn/intro	G:/website/MyLocalSite/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
02:14:09	7342/7342	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Sep%202025%2020:14:10%20GMT	http://gmpg.org/xfn/faq	G:/website/MyLocalSite/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
02:14:09	8923/8923	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:08%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/10	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/10.json	(from http://localhost:8080/index.php/about/)
02:14:10	2147/2147	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:09%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fabout%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed493c.json	(from http://localhost:8080/index.php/about/)
02:14:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:14:10%20GMT	http://localhost:8080/?p=10	G:/website/MyLocalSite/localhost_8080/index64b4.html	(from http://localhost:8080/index.php/about/)
02:14:11	2301/2301	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:14:10%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fabout%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedbb60	(from http://localhost:8080/index.php/about/)
02:14:13	6781/6781	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:12%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/12	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/12.json	(from http://localhost:8080/index.php/education/)
02:14:13	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%22ecd507b3125edc4d2a03aa6ae5d07da9%22	https://use.fontawesome.com/releases/v5.15.4/css/all.css	G:/website/MyLocalSite/use.fontawesome.com/releases/v5.15.4/css/all.css	(from http://localhost:8080/index.php/about/)
02:14:14	2167/2167	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:13%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Feducation%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedb521.json	(from http://localhost:8080/index.php/education/)
02:14:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:14:13%20GMT	http://localhost:8080/?p=12	G:/website/MyLocalSite/localhost_8080/index678b.html	(from http://localhost:8080/index.php/education/)
02:14:15	2321/2321	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:14:14%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Feducation%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed9174	(from http://localhost:8080/index.php/education/)
02:14:16	11439/11439	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:15%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/14	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/14.json	(from http://localhost:8080/index.php/portfolio/)
02:14:16	2167/2167	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:14:16%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fportfolio%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed2943.json	(from http://localhost:8080/index.php/portfolio/)
02:14:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:14:16%20GMT	http://localhost:8080/?p=14	G:/website/MyLocalSite/localhost_8080/index0b69.html	(from http://localhost:8080/index.php/portfolio/)
02:14:17	2321/2321	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:14:17%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fportfolio%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed0f26	(from http://localhost:8080/index.php/portfolio/)
02:14:33	83161/83161	---M--	200	added ('OK')	image/jpeg	etag:%22144d9-63e1b387280c0%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631444.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631444.jpg	(from http://localhost:8080/index.php/portfolio/)
02:14:45	199544/199544	---M--	200	added ('OK')	image/jpeg	etag:%2230b78-63e1b3760de20%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631493.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631493.jpg	(from http://localhost:8080/index.php/portfolio/)
02:14:48	91946/91946	---M--	200	added ('OK')	image/jpeg	etag:%221672a-63e1b31880a99%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631190.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631190.jpg	(from http://localhost:8080/index.php/portfolio/)
02:14:49	191326/191326	---M--	200	added ('OK')	image/jpeg	etag:%222eb5e-63e1b379f9910%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631510.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631510.jpg	(from http://localhost:8080/index.php/portfolio/)
02:14:58	78886/78886	---M--	200	added ('OK')	image/png	etag:%2213426-63e1b664524ae%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-113852.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-113852.png	(from http://localhost:8080/index.php/portfolio/)
02:15:08	303177/303177	---M--	200	added ('OK')	image/jpeg	etag:%224a049-63e1b37e38243%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631480.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631480.jpg	(from http://localhost:8080/index.php/portfolio/)
02:15:19	65598/65598	---M--	200	added ('OK')	image/png	etag:%221003e-63e1b38a06ba6%22	http://localhost:8080/wp-content/uploads/2025/09/app-interface.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/app-interface.png	(from http://localhost:8080/index.php/portfolio/)
02:15:44	340152/340152	---M--	200	added ('OK')	image/png	etag:%22530b8-63e1b394555b3%22	http://localhost:8080/wp-content/uploads/2025/09/project.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/project.png	(from http://localhost:8080/index.php/portfolio/)
02:15:46	362364/362364	---M--	200	added ('OK')	image/png	etag:%225877c-63e1b6687240d%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-113955.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-113955.png	(from http://localhost:8080/index.php/portfolio/)
02:16:06	293019/293019	---M--	200	added ('OK')	image/png	etag:%224789b-63e1bb0fee12b%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-120029.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-120029.png	(from http://localhost:8080/index.php/portfolio/)
02:16:07	426638/426638	---M--	200	added ('OK')	image/png	etag:%226828e-63e1b84a483ff%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-114817.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-114817.png	(from http://localhost:8080/index.php/portfolio/)
02:16:21	85102/85102	---M--	200	added ('OK')	image/jpeg	etag:%2214c6e-63e1bde5ea644%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631244.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631244.jpg	(from http://localhost:8080/index.php/portfolio/)
02:16:36	87838/87838	---M--	200	added ('OK')	image/jpeg	etag:%221571e-63e1be16df4ff%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.05.37_ec58964a.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.05.37_ec58964a.jpg	(from http://localhost:8080/index.php/portfolio/)
02:16:52	417304/417304	---M--	200	added ('OK')	image/png	etag:%2265e18-63e1b38eb0f0c%22	http://localhost:8080/wp-content/uploads/2025/09/photo.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/photo.png	(from http://localhost:8080/index.php/portfolio/)
02:17:02	465115/465115	---M--	200	added ('OK')	image/jpeg	etag:%22718db-63e1b408ef630%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631162-scaled.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631162-scaled.jpg	(from http://localhost:8080/index.php/portfolio/)
02:17:05	7805/7805	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:17:02%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/62	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/62.json	(from http://localhost:8080/index.php/skills/)
02:17:07	2152/2152	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:17:05%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fskills%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedc025.json	(from http://localhost:8080/index.php/skills/)
02:17:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:17:07%20GMT	http://localhost:8080/?p=62	G:/website/MyLocalSite/localhost_8080/index5c36.html	(from http://localhost:8080/index.php/skills/)
02:17:09	2306/2306	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:17:07%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fskills%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed5aec	(from http://localhost:8080/index.php/skills/)
02:17:12	8017/8017	---MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:17:09%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/16	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/16.json	(from http://localhost:8080/index.php/experience/)
02:17:13	427604/427604	---M--	200	added ('OK')	image/png	etag:%2268654-63e1bde02cd3f%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-121135.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-121135.png	(from http://localhost:8080/index.php/portfolio/)
02:17:13	2172/2172	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:17:12%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fexperience%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed1137.json	(from http://localhost:8080/index.php/experience/)
02:17:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:17:13%20GMT	http://localhost:8080/?p=16	G:/website/MyLocalSite/localhost_8080/index0e62.html	(from http://localhost:8080/index.php/experience/)
02:17:15	2326/2326	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:17:13%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fexperience%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed805c	(from http://localhost:8080/index.php/experience/)
02:17:25	325542/325542	---M--	200	added ('OK')	image/png	etag:%224f7a6-63e1c0da708fe%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-122452.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-122452.png	(from http://localhost:8080/index.php/portfolio/)
02:17:31	263593/263593	---M--	200	added ('OK')	image/png	etag:%22405a9-63e1c0df1177d%22	http://localhost:8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-122513.png	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/Screenshot-2025-09-06-122513.png	(from http://localhost:8080/index.php/portfolio/)
02:17:51	162447/162447	---M--	200	added ('OK')	image/jpeg	etag:%2227a8f-63e1c630dd9c6%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631388.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631388.jpg	(from http://localhost:8080/index.php/experience/)
02:18:13	363191/363191	---M--	200	added ('OK')	image/jpeg	etag:%2258ab7-63e1c609e7cd0%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631421.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631421.jpg	(from http://localhost:8080/index.php/experience/)
